ConfigurationID,Priority,Objectives
0,"[['t_003', 't_007', 't_000', 't_008', 'transport_robot_002_m_171', 't_004', 't_001', 't_009', 't_006', 'transport_robot_001_m_018', 't_005', 't_002'], ['t_007', 't_009', 't_002', 'transport_robot_001_m_018', 't_006', 't_000', 't_004', 't_008', 'transport_robot_002_m_171', 't_001', 't_003', 't_005'], ['t_000', 't_007', 't_006', 't_005', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_001', 't_003', 't_008', 't_004', 't_009', 't_002'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_006', 't_005', 't_004', 't_007', 't_009', 't_008', 't_000', 't_002', 't_001', 't_003'], ['t_008', 't_009', 't_005', 't_002', 'transport_robot_001_m_018', 't_003', 't_007', 'transport_robot_002_m_171', 't_006', 't_004', 't_001', 't_000']]","[50.53562841530054, 8.0, 30.0]"
0,"[['t_003', 't_006', 't_007', 't_009', 't_001', 't_002', 't_005', 't_004', 'transport_robot_002_m_171', 't_000', 'transport_robot_001_m_018', 't_008'], ['t_007', 't_006', 't_000', 't_008', 't_002', 't_003', 't_005', 't_004', 't_009', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_001'], ['t_000', 't_007', 't_005', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_006', 't_001', 't_003', 't_008', 't_004', 't_002', 't_009'], ['t_001', 't_007', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_008', 't_006', 't_003', 't_000', 't_004', 't_005', 't_009', 't_002'], ['t_008', 't_009', 't_002', 't_003', 't_005', 't_004', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_000', 't_006', 't_007', 't_001']]","[60.580655737704916, 9.027777777777779, 25.0]"
0,"[['t_003', 't_001', 't_006', 'transport_robot_002_m_171', 't_004', 't_007', 'transport_robot_001_m_018', 't_009', 't_000', 't_005', 't_002', 't_008'], ['t_007', 't_006', 'transport_robot_001_m_018', 't_008', 't_005', 't_003', 't_002', 't_001', 't_009', 't_000', 't_004', 'transport_robot_002_m_171'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_002', 'transport_robot_002_m_171', 't_005', 't_006', 't_001', 't_003', 't_008', 't_004', 't_009'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_007', 't_004', 't_003', 't_006', 't_001', 't_000', 't_005', 't_009', 't_002', 't_008'], ['t_008', 't_009', 't_002', 't_006', 't_005', 't_007', 't_004', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_003', 't_001', 't_000']]","[56.464262295081966, 8.769132653061224, 25.0]"
0,"[['t_003', 't_006', 't_009', 't_004', 't_005', 't_007', 't_001', 'transport_robot_002_m_171', 't_002', 't_000', 'transport_robot_001_m_018', 't_008'], ['t_007', 't_002', 't_006', 't_009', 't_005', 't_000', 't_008', 't_003', 't_004', 't_001', 'transport_robot_002_m_171', 'transport_robot_001_m_018'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_005', 't_006', 't_001', 'transport_robot_002_m_171', 't_003', 't_004', 't_008', 't_009', 't_002'], ['t_001', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_006', 't_008', 't_000', 't_003', 't_004', 't_005', 't_009', 't_002'], ['t_008', 't_009', 't_002', 't_003', 't_005', 't_004', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_006', 't_001', 't_007', 't_000']]","[53.58207650273224, 8.49056603773585, 32.0]"
0,"[['t_007', 't_003', 't_001', 't_009', 't_002', 'transport_robot_002_m_171', 't_006', 't_000', 't_005', 't_004', 'transport_robot_001_m_018', 't_008'], ['t_006', 't_002', 't_007', 't_004', 't_009', 't_005', 't_000', 'transport_robot_001_m_018', 't_008', 't_001', 'transport_robot_002_m_171', 't_003'], ['t_000', 't_005', 't_006', 't_004', 't_007', 't_001', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_008', 't_002', 't_009'], ['t_001', 'transport_robot_002_m_171', 't_007', 't_000', 't_009', 'transport_robot_001_m_018', 't_006', 't_003', 't_004', 't_005', 't_008', 't_002'], ['t_008', 't_009', 't_002', 't_001', 'transport_robot_002_m_171', 't_004', 'transport_robot_001_m_018', 't_006', 't_005', 't_007', 't_003', 't_000']]","[57.54688524590164, 9.63373345644814, 25.0]"
0,"[['t_000', 't_004', 'transport_robot_002_m_171', 't_008', 't_005', 't_003', 't_001', 't_006', 't_007', 't_009', 'transport_robot_001_m_018', 't_002'], ['t_002', 't_007', 't_004', 't_008', 't_006', 't_009', 't_003', 'transport_robot_001_m_018', 't_000', 't_005', 't_001', 'transport_robot_002_m_171'], ['t_000', 'transport_robot_001_m_018', 't_007', 't_006', 't_005', 'transport_robot_002_m_171', 't_003', 't_001', 't_004', 't_008', 't_009', 't_002'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_006', 't_001', 't_007', 't_008', 't_000', 't_003', 't_002', 't_009', 't_004', 't_005'], ['t_008', 't_009', 't_004', 'transport_robot_002_m_171', 't_006', 't_001', 'transport_robot_001_m_018', 't_003', 't_007', 't_005', 't_002', 't_000']]","[50.53562841530054, 8.0, 30.0]"
0,"[['t_003', 't_008', 't_007', 't_001', 't_004', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_002', 't_009'], ['t_005', 't_004', 't_006', 't_000', 't_002', 't_009', 't_007', 't_008', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_003'], ['t_000', 't_002', 't_005', 't_006', 't_007', 't_001', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_008', 't_004', 't_009'], ['t_001', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_003', 't_000', 't_008', 't_006', 't_002', 't_009', 't_004', 't_005'], ['t_008', 't_009', 't_002', 't_001', 't_006', 'transport_robot_002_m_171', 't_005', 't_007', 't_004', 't_003', 'transport_robot_001_m_018', 't_000']]","[61.41836065573771, 9.204514915345337, 24.0]"
0,"[['t_009', 't_006', 't_001', 't_003', 't_002', 't_004', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_005', 't_000', 't_007', 't_008'], ['t_007', 't_002', 't_004', 't_008', 't_006', 't_000', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_003', 't_005', 't_001', 't_009'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_006', 't_005', 'transport_robot_002_m_171', 't_003', 't_004', 't_001', 't_008', 't_009', 't_002'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_007', 't_009', 't_008', 't_000', 't_003', 't_006', 't_001', 't_004', 't_002', 't_005'], ['t_008', 't_009', 't_002', 'transport_robot_001_m_018', 't_006', 'transport_robot_002_m_171', 't_001', 't_005', 't_004', 't_003', 't_007', 't_000']]","[56.464262295081966, 8.769132653061224, 25.0]"
0,"[['t_003', 't_006', 't_007', 't_009', 't_001', 't_004', 'transport_robot_002_m_171', 't_002', 't_005', 't_000', 'transport_robot_001_m_018', 't_008'], ['t_007', 't_002', 't_003', 't_006', 't_009', 't_005', 't_000', 'transport_robot_001_m_018', 't_004', 't_001', 'transport_robot_002_m_171', 't_008'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_005', 't_006', 't_001', 'transport_robot_002_m_171', 't_003', 't_008', 't_004', 't_002', 't_009'], ['t_001', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_006', 't_003', 't_000', 't_004', 't_005', 't_009', 't_008', 't_002'], ['t_008', 't_009', 't_002', 't_003', 't_005', 't_004', 'transport_robot_001_m_018', 't_006', 't_007', 'transport_robot_002_m_171', 't_001', 't_000']]","[53.58207650273224, 8.49056603773585, 32.0]"
0,"[['t_003', 't_009', 't_006', 'transport_robot_001_m_018', 't_001', 't_004', 'transport_robot_002_m_171', 't_002', 't_005', 't_000', 't_007', 't_008'], ['t_007', 't_002', 't_000', 't_004', 't_008', 't_003', 't_006', 't_009', 't_005', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_006', 't_005', 'transport_robot_002_m_171', 't_001', 't_003', 't_004', 't_008', 't_002', 't_009'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_009', 't_008', 't_000', 't_001', 't_006', 't_003', 't_004', 't_005', 't_002'], ['t_008', 't_009', 't_002', 't_003', 't_005', 't_004', 'transport_robot_001_m_018', 't_006', 't_007', 'transport_robot_002_m_171', 't_001', 't_000']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_004', 'transport_robot_002_m_171', 't_002', 't_008', 't_005', 't_007', 't_001', 't_006', 't_003', 't_000', 't_009', 'transport_robot_001_m_018'], ['t_002', 't_007', 't_000', 't_004', 't_006', 'transport_robot_001_m_018', 't_003', 't_005', 'transport_robot_002_m_171', 't_008', 't_001', 't_009'], ['t_000', 't_007', 'transport_robot_002_m_171', 't_006', 't_005', 'transport_robot_001_m_018', 't_003', 't_001', 't_004', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_009', 't_000', 't_006', 't_008', 't_001', 't_002', 't_003', 't_004', 't_005'], ['t_008', 't_009', 't_003', 't_004', 't_005', 't_002', 'transport_robot_001_m_018', 't_000', 't_007', 'transport_robot_002_m_171', 't_006', 't_001']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_001', 't_004', 't_000', 't_008', 't_003', 't_007', 'transport_robot_001_m_018', 't_009', 'transport_robot_002_m_171', 't_005', 't_006', 't_002'], ['t_005', 't_004', 't_007', 't_008', 't_001', 'transport_robot_002_m_171', 't_002', 't_006', 't_000', 't_009', 't_003', 'transport_robot_001_m_018'], ['t_000', 't_007', 't_005', 't_001', 'transport_robot_002_m_171', 't_006', 't_002', 't_003', 't_008', 'transport_robot_001_m_018', 't_004', 't_009'], ['transport_robot_001_m_018', 't_006', 't_003', 't_009', 't_007', 't_008', 'transport_robot_002_m_171', 't_001', 't_000', 't_002', 't_004', 't_005'], ['t_008', 't_009', 'transport_robot_001_m_018', 't_002', 'transport_robot_002_m_171', 't_005', 't_007', 't_006', 't_004', 't_001', 't_003', 't_000']]","[70.52109289617486, 8.163265306122447, 25.0]"
0,"[['t_008', 't_007', 't_004', 't_003', 't_009', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_001', 't_002'], ['t_007', 't_002', 't_005', 'transport_robot_001_m_018', 't_006', 't_000', 't_003', 't_004', 't_001', 'transport_robot_002_m_171', 't_008', 't_009'], ['t_000', 't_007', 't_006', 'transport_robot_002_m_171', 't_005', 't_003', 't_001', 'transport_robot_001_m_018', 't_004', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_009', 't_000', 't_001', 't_008', 't_006', 't_002', 't_005', 't_003', 't_004'], ['t_008', 't_009', 't_002', 't_005', 'transport_robot_001_m_018', 't_000', 't_003', 't_004', 'transport_robot_002_m_171', 't_007', 't_006', 't_001']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_001', 't_004', 'transport_robot_002_m_171', 't_008', 't_003', 't_007', 'transport_robot_001_m_018', 't_009', 't_006', 't_000', 't_002', 't_005'], ['t_007', 't_006', 'transport_robot_001_m_018', 't_008', 't_001', 't_005', 't_003', 't_002', 't_009', 't_000', 't_004', 'transport_robot_002_m_171'], ['t_000', 'transport_robot_002_m_171', 't_007', 't_005', 't_006', 'transport_robot_001_m_018', 't_002', 't_003', 't_008', 't_001', 't_009', 't_004'], ['t_001', 'transport_robot_002_m_171', 't_007', 't_004', 't_003', 't_006', 'transport_robot_001_m_018', 't_008', 't_000', 't_002', 't_009', 't_005'], ['t_008', 't_009', 't_002', 't_005', 't_004', 'transport_robot_001_m_018', 't_001', 'transport_robot_002_m_171', 't_006', 't_007', 't_003', 't_000']]","[57.54688524590164, 9.63373345644814, 25.0]"
0,"[['t_001', 't_006', 't_004', 'transport_robot_002_m_171', 't_003', 'transport_robot_001_m_018', 't_008', 't_005', 't_007', 't_009', 't_002', 't_000'], ['t_007', 't_002', 't_006', 't_000', 't_008', 't_004', 't_009', 'transport_robot_001_m_018', 't_003', 't_005', 't_001', 'transport_robot_002_m_171'], ['t_000', 't_007', 'transport_robot_001_m_018', 't_006', 'transport_robot_002_m_171', 't_003', 't_004', 't_005', 't_001', 't_008', 't_009', 't_002'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_006', 't_001', 't_007', 't_008', 't_000', 't_003', 't_002', 't_009', 't_004', 't_005'], ['t_008', 't_009', 't_005', 't_002', 'transport_robot_002_m_171', 't_006', 't_001', 'transport_robot_001_m_018', 't_000', 't_003', 't_004', 't_007']]","[71.4183606557377, 8.331680222178138, 24.0]"
0,"[['t_002', 't_004', 't_007', 't_003', 't_000', 't_006', 't_005', 't_009', 'transport_robot_002_m_171', 't_001', 't_008', 'transport_robot_001_m_018'], ['t_007', 't_000', 't_006', 't_002', 't_003', 't_005', 't_008', 't_001', 'transport_robot_001_m_018', 't_004', 'transport_robot_002_m_171', 't_009'], ['t_000', 't_002', 't_006', 'transport_robot_001_m_018', 't_003', 't_005', 't_004', 't_008', 'transport_robot_002_m_171', 't_001', 't_007', 't_009'], ['transport_robot_001_m_018', 'transport_robot_002_m_171', 't_007', 't_004', 't_001', 't_005', 't_009', 't_006', 't_008', 't_000', 't_002', 't_003'], ['t_008', 't_009', 't_000', 't_004', 't_005', 't_002', 't_003', 't_006', 't_007', 'transport_robot_002_m_171', 't_001', 'transport_robot_001_m_018']]","[55.459781420765026, 8.677685950413222, 25.0]"
0,"[['t_001', 't_007', 't_004', 't_003', 't_009', 'transport_robot_002_m_171', 't_006', 't_000', 'transport_robot_001_m_018', 't_005', 't_002', 't_008'], ['t_007', 't_003', 't_002', 't_006', 't_005', 't_004', 't_000', 't_008', 'transport_robot_001_m_018', 'transport_robot_002_m_171', 't_001', 't_009'], ['t_000', 't_007', 't_006', 'transport_robot_002_m_171', 't_005', 'transport_robot_001_m_018', 't_003', 't_001', 't_004', 't_008', 't_002', 't_009'], ['transport_robot_002_m_171', 'transport_robot_001_m_018', 't_007', 't_009', 't_000', 't_001', 't_008', 't_006', 't_002', 't_005', 't_003', 't_004'], ['t_008', 't_009', 't_002', 't_005', 't_004', 'transport_robot_002_m_171', 'transport_robot_001_m_018', 't_000', 't_007', 't_006', 't_001', 't_003']]","[63.58207650273224, 7.457797933988408, 32.0]"
0,"[['t_000', 't_001', 't_004', 't_009', 't_002', 't_003', 't_005', 't_006', 't_007', 't_008', 'transport_robot_002_m_171', 'transport_robot_001_m_018'], ['t_007', 't_004', 't_002', 't_003', 't_006', 't_000', 't_005', 't_009', 'transport_robot_002_m_171', 't_008', 'transport_robot_001_m_018', 't_001'], ['t_000', 'transport_robot_001_m_018', 't_009', 't_003', 't_005', 't_008', 't_002', 't_004', 't_007', 'transport_robot_002_m_171', 't_001', 't_006'], ['transport_robot_002_m_171', 't_007', 't_006', 't_001', 't_009', 't_008', 't_004', 'transport_robot_001_m_018', 't_002', 't_003', 't_000', 't_005'], ['t_008', 't_009', 't_002', 't_005', 't_006', 't_004', 't_003', 'transport_robot_002_m_171', 't_007', 'transport_robot_001_m_018', 't_001', 't_000']]","[67.54688524590163, 8.783693472933837, 25.0]"
